concept_id,alias,priority
stone_planer_work_object,stone planer,100
stone_splitter_work_object,stone splitter,100
stone_work_object,stone,100
stonemason_work_object,stonemason,100
stop_knowledge_domain,stop,100
store_industry,store,100
storyboard_knowledge_domain,storyboard,100
street_food_work_object,street food,100
street_knowledge_domain,street,100
street_knowledge_domain,stradă,94
street_performer_work_object,street performer,100
street_sweeper_work_object,street sweeper,100
street_warden_work_object,street warden,100
street_warden_work_object,agent de supraveghere stradală,94
stress_knowledge_domain,stress,100
stress_knowledge_domain,stres,94
stringed_knowledge_domain,stringed,100
stringed_knowledge_domain,instrument cu coarde,94
student,student,100
student,diak,94
student,diakok,94
student,opilane,94
student,studentesc,94
student,studenti,94
students,students,100
studies,studies,100
studio,studio,100
studio,atelier,94
studio,ateliere,94
studio,muhely,94
studio,stuudio,94
studio,szalon,94
stunt_performer_work_object,stunt performer,100
substance_misuse_work_object,substance misuse,100
sugar_chocolate_knowledge_domain,sugar chocolate,90
sugar_chocolate_product,sugar chocolate,100
sugar_confectionery_knowledge_domain,sugar confectionery,90
sugar_confectionery_product,sugar confectionery,100
sugar_product,sugar,100
sugar_refinery_work_object,sugar refinery,100
supermarket_venue,supermarket,100
supply_chain_work_object,supply chain,100
supply_product,supply,100
support,support,100
support,customer support,96
support,it support,94
support,klienditeeninduse,94
support,suport,94
support,service desk,92
support,technical support,90
support,computer technical support,80
support,customer support rep,80
support,ict service desk,80
support,rental service desk,80
supreme_work_object,supreme,100
supreme_work_object,suprem,94
surface_miner_work_object,surface miner,100
surface_mount_knowledge_domain,surface mount,90
surface_mount_work_object,surface mount,100
surface_work_object,surface,100
surveillance_industry,surveillance,100
surveillance_industry,supraveghere,94
survey_enumerator_work_object,survey enumerator,100
sustainability_work_object,sustainability,100
switchboard_work_object,switchboard,100
switchboard_work_object,centrală telefonică,94
synthetic,synthetic,100
synthetic,sintetic,94
system_knowledge_domain,system,100
system_knowledge_domain,systems engineering,95
system_knowledge_domain,system design,90
system_knowledge_domain,system analysis,85
system_knowledge_domain,systems study,80
system_product,system solution,95
system_product,integrated system,90
system_product,system,90
system_product,platform product,85
system_product,system product,80
system_work_object,system,100
system_work_object,adp systems,96
system_work_object,platform,95
system_work_object,ai system,94
system_work_object,alarm system,92
system_work_object,alarm systems,90
system_work_object,infrastructure,90
system_work_object,automatic control system,88
system_work_object,automatic data processing systems,86
system_work_object,environment,85
system_work_object,control system,84
system_work_object,control systems,82
system_work_object,gps systems,82
system_work_object,information systems,82
system_work_object,plc,82
system_work_object,scada,82
system_work_object,adp systems security,80
system_work_object,certified control systems,80
system_work_object,framework,80
system_work_object,guidance control systems,80
system_work_object,powertrain control systems,80
system_work_object,residential alarm system,80
systems_product,systems,90
systems_work_object,systems,100
table_saw_work_object,table saw,100
talent_task,talent,100
talented_knowledge_domain,talented,100
talented_knowledge_domain,talentat,94
tangible_product,tangible,100
tangible_product,tangibil,94
tank_product,tank,90
tank_servicer_industry,tank servicer,100
tank_servicer_industry,service pentru tancuri,94
tank_work_object,tank,100
tape_product,tape,100
tax,tax,100
tax,impozit,94
taxi_work_object,taxi,100
tea_product,tea,100
teaching,teaching,100
team_industry,team,100
team_industry,echipă,94
technical_industry,technical,100
technical_task,technical,100
technology,technology,100
technology,tech,95
technology,technology field,90
technology,applied technology,85
technology,technology domain,80
telecommunications,telecommunications,100
telecommunications,communications technology,96
telecommunications,telecom,95
telecommunications,radio frequency,94
telecommunications,tavkozlesi,94
telecommunications,telekommunikatsioon,94
telecommunications,rf,92
telecommunications,rfid,90
telecommunications,telecoms,90
telecommunications,telecommunication,86
telecommunications,based telecommunications,80
telecommunications,electronic telecommunications,80
telecommunications,network telecommunications,80
telecommunications,satellite telecommunications,80
telecommunications,telecom technology,80
telecommunications,telecommunication electronic,80
telecommunications,telecommunication equipment,80
telecommunications,telecommunication systems,80
telecommunications,telecommunication tower,80
telecommunications,telecommunications broadcasting,80
telecommunications,telecommunications commissioning,80
telecommunications,telecommunications development,80
telecommunications,telecommunications engineering,80
telecommunications,telecommunications equipment,80
telecommunications,telecommunications field,80
telecommunications,telecommunications installation,80
telecommunications,telecommunications maintenance,80
telecommunications,telecommunications project,80
telecommunications,telecommunications service,80
telemarketing,telemarketing,100
telephone,telephone,100
telephone,telefonic,94
telephone,telefonica,94
telephone,telefonos,94
temperature_screener_work_object,temperature screener,100
temperature_screener_work_object,operator de triaj de temperatură,94
tenni_knowledge_domain,tenni,100
tent_work_object,tent,100
terminal,terminal,100
terrazzo_setter_work_object,terrazzo setter,100
terrazzo_setter_work_object,montator de terrazzo,94
test,test,100
testing,testing,100
textile_colourist_work_object,textile colourist,100
textile_designer_work_object,textile designer,100
textile_dyer_work_object,textile dyer,100
textile_industry_machinery_knowledge_domain,utilaje pentru industria textilă,94
textile_industry_machinery_knowledge_domain,textile industry machinery,90
textile_industry_machinery_product,textile industry machinery,100
textile_industry_machinery_product,utilaj pentru industria textilă,94
textile_knowledge_domain,textile,96
textile_knowledge_domain,carpets,94
textile_knowledge_domain,confectii,94
textile_knowledge_domain,costum,94
textile_knowledge_domain,covoare,94
textile_knowledge_domain,covor,94
textile_knowledge_domain,cusatura,94
textile_knowledge_domain,cusut,94
textile_knowledge_domain,fabric,94
textile_knowledge_domain,fibra,94
textile_knowledge_domain,filament,94
textile_knowledge_domain,filare,94
textile_knowledge_domain,garment,94
textile_knowledge_domain,imbracaminte,94
textile_knowledge_domain,infasurare,94
textile_knowledge_domain,knitting,94
textile_knowledge_domain,ruhaipari,94
textile_knowledge_domain,spinning,94
textile_knowledge_domain,stitching,94
textile_knowledge_domain,tekstiil,94
textile_knowledge_domain,textil,94
textile_knowledge_domain,textila,94
textile_knowledge_domain,textilipari,94
textile_knowledge_domain,tricotare,94
textile_knowledge_domain,winding,94
textile_leather_knowledge_domain,textile leather,100
textile_pattern_work_object,textile pattern,100
textile_pattern_work_object,model textil,94
textile_product,textile,100
textile_product,fabric product,95
textile_product,carpets,94
textile_product,confectii,94
textile_product,costum,94
textile_product,covoare,94
textile_product,covor,94
textile_product,cusatura,94
textile_product,cusut,94
textile_product,fabric,94
textile_product,fibra,94
textile_product,filament,94
textile_product,filare,94
textile_product,garment,94
textile_product,imbracaminte,94
textile_product,infasurare,94
textile_product,knitting,94
textile_product,ruhaipari,94
textile_product,spinning,94
textile_product,stitching,94
textile_product,tekstiil,94
textile_product,textil,94
textile_product,textila,94
textile_product,textilipari,94
textile_product,tricotare,94
textile_product,winding,94
textile_product,cloth product,90
textile_product,apparel textile,85
textile_product,woven product,80
textile_product_work_object,textile product,100
textile_semi_finished_knowledge_domain,textile semi finished,90
textile_semi_finished_product,textile semi finished,100
textile_textile_semi_finished_product,textile textile semi finished,100
textile_work_object,textile,96
textile_work_object,fabric,95
textile_work_object,carpets,94
textile_work_object,confectii,94
textile_work_object,costum,94
textile_work_object,covoare,94
textile_work_object,covor,94
textile_work_object,cusatura,94
textile_work_object,cusut,94
textile_work_object,fibra,94
textile_work_object,filament,94
textile_work_object,filare,94
textile_work_object,garment,94
textile_work_object,imbracaminte,94
textile_work_object,infasurare,94
textile_work_object,knitting,94
textile_work_object,ruhaipari,94
textile_work_object,spinning,94
textile_work_object,stitching,94
textile_work_object,tekstiil,94
textile_work_object,textila,94
textile_work_object,textilipari,94
textile_work_object,tricotare,94
textile_work_object,winding,94
textile_work_object,cloth,90
textile_work_object,woven material,85
textile_work_object,garment material,80
textiles_product,textiles,100
theater,theater,100
theatre,theatre,100
theatre,eloadas,94
theatre,etendus,94
theatre,lava,94
theatre,scena,94
theatre,spectacol,94
theatre,szinhazi,94
theatre,szinpad,94
theatre,teater,94
theatre,teatrala,94
theme_work_object,theme,100
theology,theology,100
therapy_work_object,therapy,100
thread_work_object,thread,100
ticket_task,ticket,100
ticket_task,bilet,94
tile_caster_work_object,tile caster,100
tile_work_object,tile,100
tile_work_object,gresie,94
timber_product,timber,100
tissue_paper_work_object,tissue paper,100
title_closer_work_object,title closer,100
title_closer_work_object,închizător de titluri,94
tobacco_product,tobacco,100
tobacco_product,cigarettes,94
tobacco_product,cigars,94
tobacco_product,dohany,94
tobacco_product,dohanyipari,94
tobacco_product,tigara,94
tobacco_product,tigari,94
tobacco_product,tubakas,94
tobacco_product,tutun,94
tobacco_product,tutunuri,94
tobacco_product_knowledge_domain,tobacco product,90
tobacco_product_product,tobacco product,100
toilet_work_object,toilet,100
tool_grinder_work_object,tool grinder,100
tool_product,tool,96
tool_product,scule,94
tool_product,szerszamok,94
tool_product,tooriistad,94
tool_product,unelte,94
tool_pusher_work_object,tool pusher,100
tool_work_object,tool,100
tool_work_object,scule,94
tool_work_object,szerszamok,94
tool_work_object,tooriistad,94
tool_work_object,unelte,94
tools_product,tools,90
tools_work_object,tools,100
tour_organiser_work_object,tour organiser,100
tour_organiser_work_object,organizator de excursii,94
tour_product,tour,100
tour_work_object,tour,100
tourism_industry,tourism,100
tourism_knowledge_domain,tourism,100
tourist,tourist,100
tourist,traveler,94
tourist,traveller,94
tourist,turist,94
tourist,turistic,94
tourist,turistid,94
tourists,tourists,100
truck_work_object,truck,100
tow_truck_work_object,tow truck,100
tow_truck_work_object,camion de remorcare,94
tower_crane_work_object,tower crane,100
toy_product,toy,100
toy_product,jatekipari,94
toy_product,jucarii,94
toy_product,manguasi,94
toy_product,toys,94
tracer_powder_blender_work_object,tracer powder blender,100
tracer_powder_blender_work_object,malaxor de pulbere trasoare,94
trade_work_object,trade,100
trading,trading,100
trading,tranzacționare,94
traditional_chinese_medicine_knowledge_domain,traditional chinese medicine,100
train_cleaner_work_object,train cleaner,100
train_preparer_work_object,train preparer,100
train_product,train,90
train_work_object,train,100
training,training,100
tram_work_object,tram,100
tramway_work_object,tramway,100
transfer,transfer,100
translation,translation,100
transport,transport,100
transport,feroviar,94
transport,forgalmi,94
transport,liiklus,94
transport,livrare,94
transport,logistica,94
transport,logisztikai,94
transport,marfa,94
transport,raudtee,94
transport,traffic,94
transport,trafic,94
transport,transpordi,94
transport,vasuti,94
travel,travel,100
travel,destinatii externe,92
treatment,treatment,100
treatment,ravi,94
tree_surgeon_work_object,tree surgeon,100
trolley_bus_work_object,trolley bus,100
troubleshooting,troubleshooting,100
truck_knowledge_domain,truck,90
truck_product,truck,100
trust_industry,trust,100
trust_industry,fiducie,94
tube_winder_task,tube winder,100
tube_winder_task,înfășurare de tuburi,94
tunnel_kiln_work_object,tunnel kiln,100
tunnel_work_object,tunnel,100
tyre_vulcaniser_work_object,tyre vulcaniser,100
tyre_work_object,tyre,100
underground_heavy_work_object,underground heavy,100
underground_heavy_work_object,subteran greu,94
underground_miner_work_object,underground miner,100
underwater_industry,underwater,100
underwater_industry,subacvatic,94
unit_work_object,unit,100
university,university,100
urban_work_object,urban,100
usability,usability,100
user_experience_knowledge_domain,user experience,100
user_interface_designer_work_object,user interface designer,100
user_interface_designer_work_object,designer de interfață utilizator,94
user_interface_work_object,user interface,100
utility_work_object,utility,100
utility_work_object,utilitate,94
v_belt_work_object,v belt,100
vacuum_work_object,vacuum,100
valet_task,valet,100
van_task,van,100
van_task,categoria b,98
van_task,categorie b,98
van_task,dubă,94
variety_knowledge_domain,variety,100
variety_knowledge_domain,varietate,94
varnish_work_object,varnish,100
vegetable_canner_work_object,vegetable canner,100
vegetable_knowledge_domain,vegetable,90
vegetable_picker_work_object,vegetable picker,100
vegetable_product,vegetable,100
vehicle_cleaner_work_object,vehicle cleaner,100
vehicle_glazier_work_object,vehicle glazier,100
vehicle_product,vehicle,96
vehicle_product,vehicle product,95
vehicle_product,anvelopa,94
vehicle_product,anvelope,94
vehicle_product,auto,94
vehicle_product,autobuz,94
vehicle_product,autobuze,94
vehicle_product,automobile,94
vehicle_product,bicicleta,94
vehicle_product,biciclete,94
vehicle_product,bicycles,94
vehicle_product,buses,94
vehicle_product,camioane,94
vehicle_product,camion,94
vehicle_product,jarmuvek,94
vehicle_product,karosszeria,94
vehicle_product,masina,94
vehicle_product,masini,94
vehicle_product,motoare,94
vehicle_product,motocicleta,94
vehicle_product,motociclete,94
vehicle_product,motoras,94
vehicle_product,motorcycles,94
vehicle_product,soiduk,94
vehicle_product,tehergepjarmu,94
vehicle_product,tehergepkocsi,94
vehicle_product,transmisie,94
vehicle_product,transmission,94
vehicle_product,trucks,94
vehicle_product,tyres,94
vehicle_product,vehicule,94
vehicle_product,motor vehicle product,90
vehicle_product,transport vehicle product,85
vehicle_product,automotive product,80
vehicle_work_object,vehicle,100
vehicle_work_object,motor vehicle,95
vehicle_work_object,anvelopa,94
vehicle_work_object,anvelope,94
vehicle_work_object,auto,94
vehicle_work_object,autobuz,94
vehicle_work_object,autobuze,94
vehicle_work_object,automobile,94
vehicle_work_object,bicicleta,94
vehicle_work_object,biciclete,94
vehicle_work_object,bicycles,94
vehicle_work_object,buses,94
vehicle_work_object,camioane,94
vehicle_work_object,camion,94
vehicle_work_object,jarmuvek,94
vehicle_work_object,karosszeria,94
vehicle_work_object,masina,94
vehicle_work_object,masini,94
vehicle_work_object,motoare,94
vehicle_work_object,motocicleta,94
vehicle_work_object,motociclete,94
vehicle_work_object,motoras,94
vehicle_work_object,motorcycles,94
vehicle_work_object,soiduk,94
vehicle_work_object,tehergepjarmu,94
vehicle_work_object,tehergepkocsi,94
vehicle_work_object,transmisie,94
vehicle_work_object,transmission,94
vehicle_work_object,trucks,94
vehicle_work_object,tyres,94
vehicle_work_object,vehicule,94
vehicle_work_object,transport vehicle,90
vehicle_work_object,automotive vehicle,85
vehicle_work_object,road vehicle,80
vehicles_product,vehicles,90
vehicles_work_object,vehicles,100
veneer_slicer_work_object,veneer slicer,100
veneer_work_object,veneer,100
venture_capitalist_work_object,venture capitalist,100
venue_knowledge_domain,venue,100
venue_knowledge_domain,loc de desfășurare,94
vermouth_manufacturer_work_object,vermouth manufacturer,100
vessel_knowledge_domain,vessel,90
vessel_product,vessel,90
vessel_work_object,vessel,100
veterinary,veterinary,100
victim_task,victim,100
victim_task,victimă,94
video_designer_task,video designer,100
video_designer_task,designer video,94
video_knowledge_domain,video,100
video_product,video,90
video_work_object,video,100
vineyard,vineyard,100
violence_industry,violence,100
violence_industry,violență,94
violin_work_object,violin,100
visitor_industry,visitor,100
visitor_industry,vizitator,94
visual,visual,100
visual,vizual,94
viticulture_work_object,viticulture,100
vocational,vocational,100
voice_over_knowledge_domain,voice over,100
volunteer_mentor_work_object,volunteer mentor,100
volunteer_work_object,volunteer,100
wall_product,wall,100
warehouse,warehouse,100
warehouse,depozitare,94
warehouse,ladu,94
warehouse,raktari,94
warfare_knowledge_domain,warfare,100
warfare_knowledge_domain,război,94
wash_work_object,wash,100
waste_knowledge_domain,apa,94
waste_knowledge_domain,canalizare,94
waste_knowledge_domain,deseuri,94
waste_knowledge_domain,drenaj,94
waste_knowledge_domain,gunoi,94
waste_knowledge_domain,hulladek,94
waste_knowledge_domain,jaatmete,94
waste_knowledge_domain,kezeles,94
waste_knowledge_domain,reciclare,94
waste_knowledge_domain,recycling,94
waste_knowledge_domain,tootlus,94
waste_knowledge_domain,tratare,94
waste_knowledge_domain,tratarea,94
waste_knowledge_domain,waste,94
waste_knowledge_domain,waste management,91
waste_product,waste,100
waste_product,apa,94
waste_product,canalizare,94
waste_product,deseuri,94
waste_product,drenaj,94
waste_product,gunoi,94
waste_product,jaatmete,94
waste_product,kezeles,94
waste_product,reciclare,94
waste_product,recycling,94
waste_product,tootlus,94
waste_product,tratare,94
waste_product,tratarea,94
waste_product,waste management,91
waste_work_object,apa,94
waste_work_object,canalizare,94
waste_work_object,drenaj,94
waste_work_object,gunoi,94
waste_work_object,jaatmete,94
waste_work_object,kezeles,94
waste_work_object,reciclare,94
waste_work_object,recycling,94
waste_work_object,tootlus,94
waste_work_object,tratare,94
waste_work_object,tratarea,94
waste_work_object,waste,94
waste_work_object,waste management,91
wastewater_work_object,wastewater,100
watch_work_object,watch,100
watche_knowledge_domain,watche,90
watche_product,watche,100
water_based_work_object,water based,100
water_based_work_object,pe bază de apă,94
water_jet_cutter_work_object,water jet cutter,100
water_knowledge_domain,water,80
water_network_work_object,water network,100
water_product,water,100
water_product,water supply equipment,95
water_product,water system product,90
water_product,water technology,85
water_product,water service equipment,80
water_work_object,water system,95
water_work_object,water,90
water_work_object,water network,90
water_work_object,water supply,85
water_work_object,water treatment,80
waterway_industry,waterway,100
waterway_industry,cale navigabilă,94
wave_work_object,wave,100
wax_bleacher_work_object,wax bleacher,100
weather_forecaster_work_object,weather forecaster,100
web_content_work_object,web content,100
web_designer_work_object,web designer,100
web_work_object,web,100
web_work_object,back end,96
web_work_object,website,95
web_work_object,backend,94
web_work_object,front end,92
web_work_object,frontend,90
web_work_object,web application,90
web_work_object,full stack,88
web_work_object,fullstack,86
web_work_object,web app,85
web_work_object,home page web,84
web_work_object,php web,82
web_work_object,php website,82
web_work_object,site web,82
web_work_object,web applications,82
web_work_object,web content,82
web_work_object,web design,82
web_work_object,web infrastructure,82
web_work_object,back end software,80
web_work_object,back end web,80
web_work_object,front end alignment,80
web_work_object,front end react,80
web_work_object,front end software,80
web_work_object,front end web,80
web_work_object,full stack cloud software,80
web_work_object,full stack software,80
web_work_object,full stack web,80
web_work_object,personal home page web,80
web_work_object,web platform,80
web_work_object,website project,80
weight_loss_knowledge_domain,weight loss,100
weight_work_object,weight,100
welding,welding,100
welfare,welfare,100
well_digger_work_object,well digger,100
wholesale,wholesale,100
wicker_furniture_work_object,wicker furniture,100
wig_work_object,wig,100
wind_knowledge_domain,wind,100
wind_knowledge_domain,vânt,94
window_cleaner_work_object,window cleaner,100
window_work_object,window,100
wine_fermenter_work_object,wine fermenter,100
wine_work_object,wine,100
wire_harness_work_object,wire harness,100
wire_work_object,wire,100
wood_caulker_work_object,wood caulker,100
wood_fuel_pelletiser_work_object,wood fuel pelletiser,100
wood_fuel_pelletiser_work_object,peletizator de combustibil din lemn,94
wood_knowledge_domain,wood,96
wood_knowledge_domain,carpentry,94
wood_knowledge_domain,erdeszeti,94
wood_knowledge_domain,faipari,94
wood_knowledge_domain,forestier,94
wood_knowledge_domain,furnir,94
wood_knowledge_domain,lemnului,94
wood_knowledge_domain,metsandus,94
wood_knowledge_domain,mobila,94
wood_knowledge_domain,mobilier,94
wood_knowledge_domain,mooblitoostus,94
wood_knowledge_domain,padure,94
wood_knowledge_domain,paduri,94
wood_knowledge_domain,puit,94
wood_knowledge_domain,silvicultura,94
wood_knowledge_domain,wood furniture,91
wood_pallet_work_object,wood pallet,100
wood_product,wood,100
wood_product,carpentry,94
wood_product,erdeszeti,94
wood_product,faipari,94
wood_product,forestier,94
wood_product,furnir,94
wood_product,lemn,94
wood_product,lemnului,94
wood_product,metsandus,94
wood_product,mobila,94
wood_product,mobilier,94
wood_product,mooblitoostus,94
wood_product,padure,94
wood_product,paduri,94
wood_product,puit,94
wood_product,silvicultura,94
wood_product,wood furniture,91
wood_product_work_object,wood product,100
wood_sander_work_object,wood sander,100
wood_treater_work_object,wood treater,100
wood_work_object,wood,96
wood_work_object,carpentry,94
wood_work_object,erdeszeti,94
wood_work_object,faipari,94
wood_work_object,forestier,94
wood_work_object,furnir,94
wood_work_object,lemnului,94
wood_work_object,metsandus,94
wood_work_object,mobila,94
wood_work_object,mobilier,94
wood_work_object,mooblitoostus,94
wood_work_object,padure,94
wood_work_object,paduri,94
wood_work_object,puit,94
wood_work_object,silvicultura,94
wood_work_object,wood furniture,91
wooden_furniture_work_object,wooden furniture,100
work,work,100
workshop_venue,workshop,100
writing,writing,100
writing,scriere,94
yard,yard,100
yarn_spinner_work_object,yarn spinner,100
yeast_distiller_work_object,yeast distiller,100
young_industry,young,100
youth,youth,100
zoo,zoo,100
zoo,acvariu,94
zoo,aquarium,94
